,OPE ID,School,State_x,Zip Code,School Type,FEDERAL WORK Recipients,FEDERAL WORK $ Federal Award, FEDERAL WORK Disbursements,PERKINS LOAN Recipients,PERKINS LOAN $ Federal Award,PERKINS LOAN Disbursements,FEDERAL SUPPLEMENTAL Recipients,FEDERAL SUPPLEMENTAL $ Federal Award,FEDERAL SUPPLEMENTAL Disbursements,State_y,Region,CITY,STABBR,COSTT4_A
3688,2298500,everest college,UT,841192668,Proprietary,17,42840.0,46004,0,0,0,265,63056.0,84600,CA,Region 5R (San Francisco),Ontario,CA,28017.0
3688,2298500,everest college,UT,841192668,Proprietary,17,42840.0,46004,0,0,0,265,63056.0,84600,CO,Region 4,Aurora,CO,27402.0
3688,2298500,everest college,UT,841192668,Proprietary,17,42840.0,46004,0,0,0,265,63056.0,84600,CO,Region 4 ,Aurora,CO,27402.0
3688,2298500,everest college,UT,841192668,Proprietary,17,42840.0,46004,0,0,0,265,63056.0,84600,MO,Eastern (St. Louis City and County),Springfield,MO,25923.0
3688,2298500,everest college,UT,841192668,Proprietary,17,42840.0,46004,0,0,0,265,63056.0,84600,OR,Region 4,Portland,OR,27177.0
3688,2298500,everest college,UT,841192668,Proprietary,17,42840.0,46004,0,0,0,265,63056.0,84600,VA,Region 5,Newport News,VA,23730.0
3688,2298500,everest college,UT,841192668,Proprietary,17,42840.0,46004,0,0,0,265,63056.0,84600,VA,Region 5,Vienna,VA,28204.0
3688,2298500,everest college,UT,841192668,Proprietary,17,42840.0,46004,0,0,0,265,63056.0,84600,WA,Region 2,Bremerton,WA,25662.0
3688,2298500,everest college,UT,841192668,Proprietary,17,42840.0,46004,0,0,0,265,63056.0,84600,WA,Region 2,Vancouver,WA,25617.0
3688,2298500,everest college,UT,841192668,Proprietary,17,42840.0,46004,0,0,0,265,63056.0,84600,WA,Region 2,Bremerton,WA,25662.0
3688,2298500,everest college,UT,841192668,Proprietary,17,42840.0,46004,0,0,0,265,63056.0,84600,WA,Region 2,Vancouver,WA,25617.0
3688,2298500,everest college,UT,841192668,Proprietary,17,42840.0,46004,0,0,0,265,63056.0,84600,WA,Region 2,Bremerton,WA,25662.0
3688,2298500,everest college,UT,841192668,Proprietary,17,42840.0,46004,0,0,0,265,63056.0,84600,WA,Region 2,Vancouver,WA,25617.0
3693,2360800,provo college,UT,846011305,Proprietary,3,15803.0,15008,0,0,0,186,38795.0,57551,UT,Davis County,Provo,UT,22982.0
3694,522000,salt lake community college,UT,841230000,Public,161,500000.0,515619,389,0,694851,715,488325.0,634619,UT,"San Juan, and Southwest",Salt Lake City,UT,11192.0
3695,367900,snow college,UT,846271299,Public,83,95441.0,101355,0,0,0,213,82143.0,109524,UT,Salt Lake County,Ephraim,UT,12410.0
3696,367800,southern utah university,UT,847202470,Public,194,227478.0,278050,117,0,433500,544,156278.0,192091,UT,Salt Lake County,Cedar City,UT,18042.0
3698,367500,university of utah,UT,841129055,Public,413,1447688.0,1433811,1949,0,4132316,1604,536337.0,1195397,UT,"San Juan, and Southwest",Salt Lake City,UT,19048.0
3700,367700,utah state university,UT,843221400,Public,467,735474.0,1349729,874,0,1944007,1285,735878.0,922388,UT,"San Juan, and Southwest",Logan,UT,16020.0
3701,402700,utah valley university,UT,840585999,Public,333,855327.0,818482,93,0,327632,1991,491230.0,734973,UT,Salt Lake County,Orem,UT,14213.0
3703,368000,weber state university,UT,844081001,Public,351,814307.0,1094481,432,0,1283714,1107,461583.0,596126,UT,Salt Lake County,Ogden,UT,13204.0
3705,368100,westminster college,UT,841053697,Private/Non-Profit,182,223110.0,362332,277,0,632777,126,162983.0,217311,MO,Northwest (Jackson),Fulton,MO,33354.0
3705,368100,westminster college,UT,841053697,Private/Non-Profit,182,223110.0,362332,277,0,632777,126,162983.0,217311,PA,"Regions 19, 26, 28, and 42",New Wilmington,PA,42474.0
3705,368100,westminster college,UT,841053697,Private/Non-Profit,182,223110.0,362332,277,0,632777,126,162983.0,217311,UT,Davis County,Salt Lake City,UT,37990.0
3706,3127500,advanced technology institute,VA,234622409,Proprietary,10,29853.0,22215,2,0,3000,506,41863.0,61083,VA,Region 5,Virginia Beach,VA,23908.0
3707,372600,american national university,VA,241534524,Proprietary,86,210405.0,214069,110,0,135861,154,294871.0,443849,VA,Region 3,Salem,VA,25557.0
3709,370200,averett university,VA,245413692,Private/Non-Profit,131,124877.0,119290,113,0,353048,68,101075.0,96262,VA,Region 3,Danville,VA,36240.0
3713,681900,blue ridge community college,VA,244860080,Public,33,73321.0,60487,0,0,0,193,70387.0,70387,VA,Region 1,Weyers Cave,VA,12233.0
3714,370300,bluefield college,VA,246051799,Private/Non-Profit,66,37173.0,50610,0,0,0,79,41507.0,55343,VA,Region 3,Bluefield,VA,33668.0
3715,1004300,bon secours memorial college of nursing,VA,232274612,Private/Non-Profit,17,20949.0,23146,0,0,0,108,14293.0,22866,VA,Region 4,Richmond,VA,22508.0
3716,370400,bridgewater college,VA,228121599,Private/Non-Profit,324,151941.0,235127,446,0,688190,262,102948.0,138100,VA,Region 3,Bridgewater,VA,41180.0
3717,498800,central virginia community college,VA,245022498,Public,26,63993.0,75900,0,0,0,175,76207.0,90921,VA,Region 4,Lynchburg,VA,9586.0
3722,370600,christopher newport university,VA,236063072,Public,74,68381.0,93552,0,0,0,75,53826.0,71768,VA,Region 5,Newport News,VA,24696.0
3723,370500,college of william & mary,VA,231878795,Public,193,438256.0,390436,232,0,477292,72,83946.0,258013,VA,Region 5,Williamsburg,VA,25938.0
3725,499600,dabney s lancaster community college,VA,244221000,Public,29,47342.0,48742,0,0,0,66,23220.0,18618,VA,Region 3,Clifton Forge,VA,8714.0
3726,375800,danville community college,VA,245414004,Public,43,80000.0,61279,0,0,0,202,59199.0,42109,VA,Region 3,Danville,VA,10712.0
3727,370800,eastern mennonite university,VA,228022462,Private/Non-Profit,342,479240.0,413309,361,0,475350,376,368555.0,561336,VA,Region 1,Harrisonburg,VA,38009.0
3728,374800,eastern shore community college,VA,234103001,Public,4,22687.0,18527,0,0,0,38,25124.0,21349,VA,Region 5,Melfa,VA,10029.0
3730,1019800,ecpi university,VA,234626542,Proprietary,172,276458.0,369773,43,0,79196,6737,657891.0,826975,VA,Region 4,Virginia Beach,VA,23299.0
3731,370900,emory & henry college,VA,243270010,Private/Non-Profit,117,88040.0,88172,66,0,146725,42,75585.0,75585,VA,Region 3,Emory,VA,40866.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 10,Reseda,CA,26658.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 10,San Bernardino,CA,30116.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 10,Anaheim,CA,25872.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 10,Ontario,CA,28017.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 21R,Reseda,CA,26658.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 21R,San Bernardino,CA,30116.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 21R,Anaheim,CA,25872.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 21R,Ontario,CA,28017.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 21R,Reseda,CA,26658.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 21R,San Bernardino,CA,30116.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 21R,Anaheim,CA,25872.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 21R,Ontario,CA,28017.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 16R (San Diego),Reseda,CA,26658.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 16R (San Diego),San Bernardino,CA,30116.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 16R (San Diego),Anaheim,CA,25872.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 16R (San Diego),Ontario,CA,28017.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 10,Reseda,CA,26658.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 10,San Bernardino,CA,30116.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 10,Anaheim,CA,25872.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 10,Ontario,CA,28017.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 8R (Alameda),Reseda,CA,26658.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 8R (Alameda),San Bernardino,CA,30116.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 8R (Alameda),Anaheim,CA,25872.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 8R (Alameda),Ontario,CA,28017.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 5R (San Francisco),Reseda,CA,26658.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 5R (San Francisco),San Bernardino,CA,30116.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 5R (San Francisco),Anaheim,CA,25872.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CA,Region 5R (San Francisco),Ontario,CA,28017.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CO,Region 4,Aurora,CO,27402.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,CO,Region 4 ,Aurora,CO,27402.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,MO,Eastern (St. Louis City and County),Springfield,MO,25923.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,OR,Region 4,Portland,OR,27177.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,VA,Region 5,Newport News,VA,23730.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,VA,Region 5,Vienna,VA,28204.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,WA,Region 2,Bremerton,WA,25662.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,WA,Region 2,Vancouver,WA,25617.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,WA,Region 2,Bremerton,WA,25662.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,WA,Region 2,Vancouver,WA,25617.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,WA,Region 2,Bremerton,WA,25662.0
3732,926700,everest college,VA,236064203,Proprietary,14,29107.0,21866,0,0,0,194,56623.0,70294,WA,Region 2,Vancouver,WA,25617.0
3733,371100,ferrum college,VA,240882612,Private/Non-Profit,708,166671.0,1044960,185,0,263119,269,121730.0,162307,VA,Region 3,Ferrum,VA,38620.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,AL,Region 2,Mobile,AL,16035.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,AL,Region 2,Montgomery,AL,28764.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,AL,Region 3,Mobile,AL,16035.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,AL,Region 3,Montgomery,AL,28764.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,FL,Circuit 10,Winter Park,FL,31994.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,FL,Circuit 10,Miami,FL,22867.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,FL,Circuit 10,Orange Park,FL,24069.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,FL,Circuit 10,Largo,FL,15181.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,FL,Circuit 1,Winter Park,FL,31994.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,FL,Circuit 1,Miami,FL,22867.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,FL,Circuit 1,Orange Park,FL,24069.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,FL,Circuit 1,Largo,FL,15181.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,LA,Regions 2 and 9,Baton Rouge,LA,28959.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,OH,"Boards 2, 46, 55, and 68",Ravenna,OH,25172.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,OH,"Boards 2, 46, 55, and 68",Cuyahoga Falls,OH,27901.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,OH,"Boards 2, 46, 55, and 68",Centerville,OH,26549.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,OH,"Boards 2, 46, 55, and 68",Westerville,OH,22707.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,OH,"Boards 2, 46, 55, and 68",Cincinnati,OH,30890.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,OH,Boards 23 and 45,Ravenna,OH,25172.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,OH,Boards 23 and 45,Cuyahoga Falls,OH,27901.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,OH,Boards 23 and 45,Centerville,OH,26549.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,OH,Boards 23 and 45,Westerville,OH,22707.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,OH,Boards 23 and 45,Cincinnati,OH,30890.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,VA,Region 5,Norfolk,VA,43594.0
3734,2342700,fortis college,VA,235024101,Proprietary,29,76097.0,86706,0,0,0,525,105013.0,142765,VA,Region 5,Richmond,VA,24939.0
3735,374900,george mason university,VA,220304444,Public,366,881067.0,806691,211,0,940800,1708,449327.0,746168,VA,Region 2,Fairfax,VA,22332.0
3736,866000,germanna community college,VA,225080339,Public,47,95541.0,93889,0,0,0,586,99340.0,171408,VA,Region 1,Locust Grove,VA,10402.0
3737,371300,hampden sydney college,VA,239430128,Private/Non-Profit,74,75867.0,75868,94,0,288500,83,70533.0,119332,VA,Region 4,Hampden-Sydney,VA,49139.0
3738,371400,hampton university,VA,236680099,Private/Non-Profit,290,461555.0,459840,266,0,1097820,249,447369.0,374092,VA,Region 5,Hampton,VA,32358.0
3739,371500,hollins university,VA,240194421,Private/Non-Profit,126,106907.0,179939,109,0,228593,66,70725.0,94300,VA,Region 3,Roanoke,VA,46049.0
3741,375900,j sargeant reynolds community college,VA,232282219,Public,80,313913.0,277392,0,0,0,393,340346.0,338951,VA,Region 4,Richmond,VA,11262.0
3742,372100,james madison university,VA,228073780,Public,264,292132.0,348067,418,0,500000,283,131170.0,221560,VA,Region 1,Harrisonburg,VA,21980.0
3743,662200,jefferson college of health sciences,VA,240132222,Private/Non-Profit,105,89461.0,84991,0,0,0,54,51198.0,48648,VA,Region 3,Roanoke,VA,31688.0
3744,400400,john tyler community college,VA,238315316,Public,66,150000.0,184757,0,0,0,147,160897.0,185897,VA,Region 4,Chester,VA,10469.0
3745,2053000,liberty university,VA,245152269,Private/Non-Profit,1080,3026448.0,2692315,0,0,0,4572,1748525.0,3327809,VA,Region 3,Lynchburg,VA,31344.0
3746,371900,longwood university,VA,239091899,Public,293,204362.0,366474,161,0,335620,36,79755.0,106340,VA,Region 4,Farmville,VA,23707.0
3747,865900,lord fairfax community college,VA,226450047,Public,62,82478.0,180847,0,0,0,50,81058.0,81058,VA,Region 1,Middletown,VA,10732.0
3750,372400,marymount university,VA,222074224,Private/Non-Profit,240,222978.0,297304,49,0,101200,46,102365.0,127956,VA,Region 2,Arlington,VA,36832.0
3753,962900,mountain empire community college,VA,242190700,Public,53,78925.0,69074,0,0,0,214,65712.0,66507,VA,Region 3,Big Stone Gap,VA,9755.0
3754,522300,new river community college,VA,240841127,Public,88,221026.0,185041,0,0,0,354,140487.0,155487,VA,Region 3,Dublin,VA,10190.0
3755,376500,norfolk state university,VA,235048000,Public,516,669349.0,653448,230,0,666352,124,274450.0,274515,VA,Region 5,Norfolk,VA,18837.0
3756,372700,northern virginia community college,VA,220033743,Public,336,657661.0,926010,133,0,457157,2173,603884.0,754855,VA,Region 2,Annandale,VA,13571.0
3757,372800,old dominion university,VA,235290001,Public,201,517206.0,318493,93,0,325000,368,315426.0,585319,VA,Region 5,Norfolk,VA,20531.0
3758,375100,patrick henry community college,VA,241125311,Public,46,75870.0,88528,0,0,0,157,75573.0,94466,VA,Region 3,Martinsville,VA,10517.0
3759,915900,paul d. camp community college,VA,238510737,Public,37,56181.0,73087,0,0,0,218,44898.0,56933,VA,Region 5,Franklin,VA,10323.0
3760,992800,piedmont virginia community college,VA,229027589,Public,40,96735.0,116552,0,0,0,369,91618.0,91518,VA,Region 1,Charlottesville,VA,11349.0
3761,373200,radford university,VA,241426905,Public,373,455029.0,680688,163,0,608824,191,148672.0,198229,VA,Region 3,Radford,VA,19987.0
3762,373300,randolph - macon college,VA,230055505,Private/Non-Profit,187,105421.0,190696,141,0,238400,91,87414.0,116552,VA,Region 5,Ashland,VA,45842.0
3763,373400,randolph college,VA,245031526,Private/Non-Profit,219,109606.0,206315,64,0,132500,68,59936.0,79915,VA,Region 3,Lynchburg,VA,44330.0
3764,916000,rappahannock community college,VA,231492616,Public,30,40077.0,40381,0,0,0,69,39443.0,56934,VA,Region 5,Glenns,VA,9764.0
3765,370700,richard bland college,VA,238057100,Public,13,18184.0,15646,0,0,0,56,17231.0,28836,VA,Region 4,South Prince George,VA,13460.0
3766,373600,roanoke college,VA,241533794,Private/Non-Profit,470,165122.0,552571,169,0,402656,365,136441.0,181921,VA,Region 3,Salem,VA,48559.0
3767,942000,sanford-brown college,VA,221024301,Proprietary,8,24614.0,27164,0,0,0,59,51094.0,69000,GA,Region 4,Atlanta,GA,23497.0
3767,942000,sanford-brown college,VA,221024301,Proprietary,8,24614.0,27164,0,0,0,59,51094.0,69000,TX,Region 7,Houston,TX,22508.0
3767,942000,sanford-brown college,VA,221024301,Proprietary,8,24614.0,27164,0,0,0,59,51094.0,69000,TX,Region 7,Dallas,TX,22382.0
3767,942000,sanford-brown college,VA,221024301,Proprietary,8,24614.0,27164,0,0,0,59,51094.0,69000,TX,Region 7,San Antonio,TX,24391.0
3767,942000,sanford-brown college,VA,221024301,Proprietary,8,24614.0,27164,0,0,0,59,51094.0,69000,TX,Region 7,San Antonio,TX,22829.0
3767,942000,sanford-brown college,VA,221024301,Proprietary,8,24614.0,27164,0,0,0,59,51094.0,69000,TX,Region 7,Austin,TX,23289.0
3768,373700,shenandoah university,VA,226015195,Private/Non-Profit,632,319264.0,795510,101,0,394302,508,156244.0,208326,VA,Region 1,Winchester,VA,41369.0
3769,3092700,skyline college,VA,240121603,Proprietary,3,3311.0,3311,0,0,0,229,22339.0,26574,CA,Region 8R (Alameda),San Bruno,CA,9784.0
3769,3092700,skyline college,VA,240121603,Proprietary,3,3311.0,3311,0,0,0,229,22339.0,26574,VA,Region 3,Roanoke,VA,25057.0
3770,373800,southern virginia university,VA,244163038,Private/Non-Profit,70,35435.0,47247,0,0,0,69,34155.0,45540,VA,Region 1,Buena Vista,VA,30068.0
3771,866100,southside virginia community college,VA,238212930,Public,67,110075.0,149063,0,0,0,676,112133.0,103246,VA,Region 4,Alberta,VA,12627.0
3772,726000,southwest virginia community college,VA,246099998,Public,117,159213.0,193022,0,0,0,160,68009.0,79376,VA,Region 3,Cedar Bluff,VA,12328.0
3774,2541200,stratford university,VA,220432403,Proprietary,24,88779.0,105019,0,0,0,282,115327.0,153750,VA,Region 2,Fairfax,VA,29327.0
3776,374200,sweet briar college,VA,245959998,Private/Non-Profit,93,51659.0,68879,73,0,209530,78,43729.0,54661,VA,Region 1,Sweet Briar,VA,46966.0
3777,687100,thomas nelson community college,VA,236661433,Public,62,244883.0,186809,0,0,0,304,251912.0,289028,VA,Region 1,Hampton,VA,11603.0
3778,371200,tidewater community college,VA,235101910,Public,188,642335.0,527552,0,0,0,1665,643807.0,673361,VA,Region 5,Norfolk,VA,10521.0
3780,374600,university of mary washington,VA,224015358,Public,37,61579.0,69598,20,0,57200,33,52825.0,71125,VA,Region 1,Fredericksburg,VA,21862.0
3781,374400,university of richmond,VA,231730001,Private/Non-Profit,352,338095.0,348705,210,0,1253079,69,233291.0,311055,VA,Region 1,University of Richmond,VA,55980.0
3782,374500,university of virginia,VA,229032600,Public,511,1284516.0,973294,1255,0,2792817,1312,404755.0,1014063,VA,Region 1,Arlington,VA,32554.0
3782,374500,university of virginia,VA,229032600,Public,511,1284516.0,973294,1255,0,2792817,1312,404755.0,1014063,VA,Region 1,Charlottesville,VA,25255.0
3782,374500,university of virginia,VA,229032600,Public,511,1284516.0,973294,1255,0,2792817,1312,404755.0,1014063,VA,Region 1,Arlington,VA,23317.0
3783,374700,university of virginia's college at wise (the),VA,242934412,Public,169,190970.0,256879,0,0,0,14,31889.0,39400,VA,Region 3,Wise,VA,18365.0
3784,373500,virginia commonwealth university,VA,232849004,Public,828,983605.0,1492960,594,0,1556667,264,490901.0,490901,VA,Region 4,Richmond,VA,25291.0
3785,709900,virginia highlands community college,VA,242100000,Public,145,259731.0,313138,0,0,0,681,106811.0,127063,VA,Region 3,Abingdon,VA,10694.0
3787,375400,virginia polytechnic institute & state university,VA,240612000,Public,683,727432.0,814862,768,0,1892455,1489,539507.0,961820,VA,Region 3,Blacksburg,VA,25513.0
3790,376400,virginia state university,VA,238060001,Public,341,538080.0,478644,103,0,186345,317,564913.0,564746,VA,Region 4,Petersburg,VA,20075.0
3791,376600,virginia union university,VA,232201711,Private/Non-Profit,290,668971.0,543206,0,0,0,345,281942.0,324558,VA,Region 4,Richmond,VA,26885.0
3792,376200,virginia university of lynchburg,VA,245016400,Private/Non-Profit,16,15000.0,9695,0,0,0,29,17160.0,20910,VA,Region 3,Lynchburg,VA,41818.0
3792,376200,virginia university of lynchburg,VA,245016400,Private/Non-Profit,16,15000.0,9695,0,0,0,29,17160.0,20910,VA,Region 3,Lynchburg,VA,22538.0
3794,376000,virginia western community college,VA,240154700,Public,52,123219.0,94454,0,0,0,804,113602.0,135199,VA,Region 3,Roanoke,VA,11110.0
3796,376800,washington and lee university,VA,244500303,Private/Non-Profit,272,258301.0,397839,129,0,755325,150,106784.0,228479,VA,Region 1,Lexington,VA,56616.0
3797,376100,wytheville community college,VA,243823308,Public,83,332039.0,237328,0,0,0,596,202692.0,280942,VA,Region 3,Wytheville,VA,6798.0
3799,368200,bennington college,VT,52016001,Private/Non-Profit,251,123725.0,280489,0,0,0,64,182248.0,237860,VT,Rural Southwest,Bennington,VT,60556.0
3800,1218300,burlington college,VT,54018477,Private/Non-Profit,50,56119.0,41206,46,0,59500,29,36042.0,50072,VT,Champlain Valley,Burlington,VT,33685.0
3802,368400,champlain college,VT,54013950,Private/Non-Profit,551,300416.0,789820,357,0,533857,363,308263.0,411017,VT,Champlain Valley,Burlington,VT,44636.0
3803,368500,college of saint joseph,VT,57013899,Private/Non-Profit,37,34059.0,29702,21,0,34600,99,52816.0,52816,VT,Rural Southwest,Rutland,VT,33200.0
3804,1116700,community college of vermont,VT,54042245,Public,64,142168.0,130872,0,0,0,309,154120.0,167970,VT,Champlain Valley,Montpelier,VT,14004.0
3806,368700,green mountain college,VT,57641199,Private/Non-Profit,54,59630.0,59630,0,0,0,201,524880.0,522880,VT,Rural Southwest,Poultney,VT,44446.0
3808,2532600,landmark college,VT,53460000,Private/Non-Profit,86,36086.0,52691,0,0,0,32,41062.0,56944,VT,Rural Southeast,Putney,VT,64233.0
3809,368900,lyndon state college,VT,58510919,Public,209,197074.0,245117,294,0,299582,267,161383.0,165375,VT,Rural Northeast,Lyndonville,VT,19178.0
3810,369000,marlboro college,VT,53443668,Private/Non-Profit,93,74400.0,99200,0,0,0,51,67229.0,89639,VT,Rural Southeast,Marlboro,VT,50770.0
3811,369100,middlebury college,VT,57530000,Private/Non-Profit,493,382013.0,631417,509,0,1489036,145,267839.0,357119,VT,Champlain Valley,Middlebury,VT,59200.0
3813,369200,norwich university,VT,56631035,Private/Non-Profit,529,544840.0,567408,674,0,1477173,272,595634.0,971313,VT,Rural Northeast,Northfield,VT,47341.0
3815,369400,saint michael's college,VT,54390001,Private/Non-Profit,220,249925.0,312577,718,0,948331,325,303448.0,404597,VT,Champlain Valley,Colchester,VT,48894.0
3818,369300,southern vermont college,VT,52016002,Private/Non-Profit,101,102944.0,85129,0,0,0,78,67185.0,85000,VT,Rural Southwest,Bennington,VT,33229.0
3819,2143500,sterling college,VT,58270072,Private/Non-Profit,99,153530.0,189445,0,0,0,20,14890.0,21896,KS,South Central,Sterling,KS,30722.0
3819,2143500,sterling college,VT,58270072,Private/Non-Profit,99,153530.0,189445,0,0,0,20,14890.0,21896,VT,Rural Northeast,Craftsbury Common,VT,40202.0
3822,369800,vermont technical college,VT,50610000,Public,161,162816.0,150431,142,0,136468,321,219103.0,230290,VT,Rural Northeast,Randolph,VT,22937.0
3824,2291300,art institute of seattle (the),WA,981211622,Proprietary,39,101330.0,83384,54,0,255364,297,131528.0,209148,WA,Region 2,Seattle,WA,32304.0
3826,530600,bates technical college,WA,984054895,Public,31,37159.0,42016,0,0,0,340,102692.0,132460,WA,Region 3,Tacoma,WA,13045.0
